,your_best(red)
,<Average Winning Rate>
your_base1,0.7
your_base2,0.6
your_base3,0.4
baseline,1.0
Num_Win,4.0
Avg_Winning_Rate,0.6749999999999999
,<Average Scores>
your_base1,1.0
your_base2,3.6
your_base3,-1.8
baesline,4.9
Avg_Score,1.925
